Title,cluster
Môi trường thoải mái,2
Công ty làm về digital banking,3
Cool place to work!,0
"Nhiều cơ hội phát triển, có chương trình mentoring riêng cho nữ",1
Công ty tốt so với mặt bằng chung,1
Good environment,3
"Thoải mái, học tập và phát triển dễ dàng",2
Really good,0
Good place to work,0
Dynamic and exciting environment,3
"Công ty công nghệ thông tin, ổn so với mặt chung",1
Good benefit,3
"Công ty chính trị, bộ máy quan liêu",2
Công ty Đức với bề dày 35 năm,2
"Môi trường năng động, làm việc theo chế độ linh hoạt",2
"Chế độ phúc lợi tốt, được chọn remote hoặc hybrid",1
Làm hết sức chơi hết mình,1
"Công ty phúc lợi tốt, lương ổn, đồng nghiệp thân thiện",3
Nice environment,3
"Công ty ổn áp, rất nhiều khoá học để học hỏi, lương tốt nha",3
"Công ty lương ổn, phúc lợi tốt",2
Đồng nghiệp chất,0
Chủ yếu là làm các dự án cho ngân hàng,1
So với mặt bằng thì ổn,3
Tạm chấp nhận được trước khi có mối khác ngon hơn,3
Văn hoá hoà nhập và đa dạng,0
"Công ty phúc lợi tốt, đồng nghiệp thân thiện.",3
"CHỈ PHÙ HỢP SENIOR, KHÔNG PHÙ HỢP SENIOR",1
Thoải mái không gò bó,1
Lương thưởng phúc lợi tốt,3
Môi trường năng động,2
"Đồng nghiệp toàn người giỏi, học hỏi được rất nhiều, phúc lợi tốt",0
"Công ty lừa nhân viên ký layoff 1 tháng, bắt nghỉ ngang",3
Công việc quản lý dựa trên hiệu quả chứ ko phải thời gian.,1
"Môi trường chuyên nghiệp, nhiều cơ hội nếu nhân viên muốn gắn bó",3
"CÔNG TY LƯƠNG THƯỞNG TỐT, SẾP VUI VẺ.",3
Sếp tốt môi trường thoải mái,2
"Công ty outsource, cũng tạm",3
"So trên tầm Global thì ok, APAC Team thì chấp nhận được",3
Cũng là bank nhưng mà lạ lắm :|,1
"Laptop xịn, OT trả đầy đủ, văn phòng xịn",3
Thời gian làm việc thoải mái,2
"Phúc lợi tốt, môi trường thoải mái",2
Công ty xịn,1
"Công ty tốt, khách hàng thân thiện",1
"Môi trường làm việc tốt, mọi người khá thân thiện.",2
MacBook Pro cho mọi nhân viên,0
"Công ty ổn, có cơ hội trao dồi về mặt hệ thống lớn, tech stack bình thường, cũ",1
Phúc lợi Tech tốt,2
Tạo điều kiện phát triển,2
"Đồng nghiệp vui tính hòa đồng, vp đẹp, rộng rãi. OT nhiều, không có lương OT",3
"Môi trường chán, càng làm sẽ khiến bản thân càng thụt lùi",3
Phòng Tech được nhiều phúc lợi tốt,1
Start up của Việt Nam,0
"Công việc tốt, trải nghiệm được nhiều cái hay ho",0
môi trường tốt,2
Môi trường làm việc cũng được,2
"Sếp tốt, đồng đội de",0
"Công ty chỉ bị cái xa do ở quận 7 chứ còn lại thì rất tốt, không có gì để chê cả",1
Môi trường tốt,2
Môi trường tốt,2
"Chế độ đãi ngộ tốt, văn hóa làm việc tương đối thân thiện",1
Môi trường làm việc tốt,2
Good working environment,3
Môi Trường Ổn,3
luân chuyển giữa các department,3
Công ty thành lập các hội nhóm thể thao cho anh em Engineer,0
"Môi trường tốt, chế độ phúc lợi ổn",2
Công ty tuyệt vời,1
"Sếp tốt, đồng nghiệp thân thiện, môi trường năng động",0
"Đãi ngộ tốt, môi trường trẻ và năng động",2
Công ty tuyệt zời,1
mt làm việc okay,2
Chế độ đãi ngộ khá tốt,1
Good company,3
Môi trường tốt,2
Khi sự chỉn chu được đặt lên hàng đầu,1
Môi trường có nhiều thử thách và cơ hội học tập,2
Môi trường làm việc tốt,2
"Chế độ tốt, thoải mái. App quá lớn, có thể nói là cồng kềnh",2
"Môi trường năng động, làm việc cross countries, benefits tốt",2
"Good environment and training for fresher, team lead and head care for member",3
Mùa dịch nhưng thấy được quan tâm,1
Môi trường làm việc khá ok.,2
Work from home but still productive,1
good company to join,3
"Công ty quá tốt , môi trường làm việc lý tưởng",2
Fast-paced working environment,3
Lương thưởng tốt nhưng sếp không có kinh nghiệm quản lý,0
Được thêm benefit Grablove,1
Môi trường thoải mái,2
cũng tạm được,3
Công ty đẳng cấp,1
Xếp tốt nhân viên làm việc thoải mái,2
Không còn tốt như xưa nữa,2
Chế độ hậu đãi tốt,1
Công ty tốt mà tôi từng làm,1
Công ty lớn có tiếng,1
Good international environment,3
Amazing Teammates,0
Great environment for growth,3
World-class environment,3
Professional environment for personal development and company contribution,3
Môi trường làm việc tuyệt vời,2
"Môi trường thử thách, hiện đại và thân thiện",3
Good environment,3
"Good benefit, intelligent and talented colleagues",3
"Môi trường làm việc tốt, được cấp macbook mới, đồng nghiệp thân thiện",3
Best workspace to working.,0
Grab is the Best Place to Work,0
Good & professional environment,3
Best environment for IT in town,3
Good environment for young engineers,3
Thoải mái với công việc,3
"Môi trường làm việc tốt, flexible time",2
Đồng nghiệp dễ thương,3
Amazing work environment,3
Fun and friendly,3
Fabulous working environment ever,3
Awesome Environment,3
Môi trường làm việc cực tốt,2
"Môi trường làm việc thân thiện, phúc lợi tốt, nhiều cơ hội phát triển",2
"Công ty đang phát triển nhanh, nhiều cơ hội phát triển bản thân",2
"The right environment, good project & awesome people",3
Grab is the Best Place to Work,0
"Working environment is good, office is outstadning, result oriented culture.",3
"Môi trường tốt và sếp tốt, học hỏi nhiều thứ",2
Môi trường làm việc rất tốt,2
"Văn phòng đẹp, phúc lợi tốt, dev được trang bị Macbook pro để làm việc",3
"Môi trường thân thiện, sếp tốt, học hỏi được nhiều điều hay",0
"Văn phòng đẹp, sếp tốt.",0
Môi trường quốc tế,3
"High impact work, great people, lots to learn",0
"Good environment, high salary, benefit",1
Good environment for study and try new thing.,3
"Interesting work and projects, great atmosphere",3
"Good boss, a very nice culture",3
Great workplace for those who want to grow,0
"Môi trường làm việc chuyên nghiệp, thân thiện",3
"Môi trường làm việc năng động, chuyên nghiệp",2
"Sếp xin, macbook 2017",0
Good experience,3
CẦn phải cải thiện nhiều,1
Công ty vui vẻ nhưng hơi gò bó,1
Product công ty ổn cho những bạn mới ra trường.,1
Môi trường ổn,3
Có cơ hội thực tập 3 tháng,3
không hài lòng,3
Công ty lừa đảo không nên vào,1
Cựu Thực tập sinh,2
Công ty nợ lương và bảo hiểm đừng vào,3
NV ko được trả lương,3
Môi trường làm việc thân thiện!,2
"Môi trường làm việc tốt, đồng nghiệp thân thiện.",2
"Sếp tốt, môi trường thân thiện",0
Môi trường làm việc tốt,2
"Cũng được, phù hợp cho sinh viên mới ra trường hoặc những người làm vì đam mê",0
Mùa dịch nhưng trả full lương tháng 14,1
"Chính sách hỗ trợ người nhiễm F0, F1",2
Môi trường làm việc không tốt,2
"Phòng chống dịch tốt, chính sách hỗ trợ nhân viên tiêm vaccine Covid",1
"Công ty có những lead kém, không hướng dẫn nhân viên",1
"Dịch bệnh nhưng vẫn không giảm lương, lương đúng hạn",3
Nhân viên mới được hướng dẫn nhiệt tình,0
Biết Ơn Haravan,3
Công ty start up nên học được rất nhiều,1
Môi trường tuyệt vời cho Junior dev,1
hứa thì làm,3
"Công ty vui vẻ, có nhiều hoạt động, khá quan tâm tinh thần của anh em",3
Vp rất đẹp,0
Môi trường làm việc tốt,2
"Trẻ trung, thân thiện, nhanh nhẹn",2
"Môi trường năng động, có nhiều cơ hội phát triển bản thân",2
Môi trường rất năng động,2
Nơi làm việc đáng để trãi nghiệm và gắn bó,3
Nhân viên ngày càng đông,2
"Môi trường làm việc năng động, team hoà đồng và hỗ trợ nhiệt tình",0
Môi trường làm việc chuyên nghiệp và khá thoải mái,2
"Cũng ổn, mà không thấy bạn gái xinh trong truyền thuyết",3
"Môi trường trẻ trung, vui vẻ",2
Môi trường năng động,2
"Công ty gần chỗ ăn, chỗ uống không lo bị đói",1
"Công ty năng động, dễ thương, văn phòng cũng khá khá đẹp ^^",3
Có trang bị máy pha cà phê,3
Môi trường năng động,2
Môi trường làm việc tốt,2
Môi trường Thương mại điện tử,2
Đánh giá Công ty,1
Môi trường tốt,2
Nhân viên nhiệt tình giúp đỡ lẫn nhau. Dự án khá độc đáo.,0
"Môi trường làm việc rất tốt, sếp và đồng nghiệp vui vẻ thân thiệna",3
"Môi trường năng động, thoải mái, hoà đồng",2
"Môi trường trẻ trung, năng động.",2
"Công ty năng động trẻ trung, đồng nghiệp thân thiện, sếp tốt",0
"Môi trường năng động, trẻ trung, đồng nghiệp thân thiện.",2
Công ty vui vẻ thân thiện sếp tốt,0
"Chế độ tốt, đồng nghiệp thân thiện",0
Công ty môi trường làm việc tốt,2
"Thoải mái, ai thích ổn định có thể vào",3
"Công ty ổn định, dùng nhiều tiếng anh",3
Chế độ tốt nhưng làm việc nhiều bên dí rất stress,2
Work-life balance,0
Môi trường làm việc tốt giờ giấc linh hoạt,2
"Công ty xịn, nhiều dự án hay và đề cao work-life balance",0
"Môi trường làm việc linh thoạt, có cơ hội làm việc với nhiều dự án",2
Công ty global đáng trải nghiệm,0
"Môi trường làm việc năng động, thoải mái, lương cạnh tranh",2
"Môi trường nice, thời gian làm việc linh hoạt",2
Not as good as i thought,1
Công ty tuyệt vời cho sự ổn định,1
The work life balance is amazing.,0
"Chế độ ngon, môi trường cực kì thoải mái",2
Môi trường làm việc thoải mái,2
Chế độ ngon,1
"Nên vào, rất là ok",1
Phù hợp với các bạn Fresher,1
"công ty tốt, đồng nghiệp support nhiệt tình",0
công ty tốt,1
Quản lý cực kì tệ,2
Office vevy dirty,3
Trải nghiệm ở công ty,0
Phù hợp cho nhân viên mới ra trường,0
"Có mặt tốt và xấu, ở mức trung bình so với bình quân các công ty IT",1
Môi trường làm việc thân thiện,2
Có cơ hội để trau dồi kiến thức chuyên môn,0
Văn phòng hơi chật giờ giấc thoải mái,3
Mọi người hòa đồng và vui vẻ,0
"Sếp tốt, nhân viên hòa đồng",0
Môi trường năng động tuyệt vời!,2
"Môi trường làm việc thoải mái, năng động",2
"Có laptop cho nhân viên, phúc lợi khá tốt",2
"Môi trường làm việc tốt, hòa đồng, không bị áp lực hết việc phải nghỉ việc",1
Sếp perfect!!!,0
Sản phẩm nổi tiếng toàn cầu. Thành viên mới được hỗ trợ hết mình,0
sếp thân thiện nhân viên hòa đồng vui vẻ hài hòa,0
"thủ tục hành chính không rõ ràng, dễ gây khúc mắc về thủ tục và tiền lương",1
"Môi trường làm việc thoải mái. Lương thấp, và ngành phát triển thì hẹp.",2
Phù hợp cho Fresher,1
Công ty nhiều cơ hội trải nghiệm,0
Big company with many domains of projects,3
Nơi làm việc tốt,2
"Lương thấp so với mặt bằng chung, không có nhiều người giỏi.",3
Công ty ngon (cho bạn muốn ổn định),1
Môi trường làm việc lí tưởng cho người mới,2
Great for Junior Dev,1
Công ty đáng để làm việc,1
"môi trường tốt, tăng lương chậm",3
Công ty tốt cho fresher và người cao tuổi muốn an nhàn,1
Ít lắng nghe từ nhân viên. Bù lại có thư viện tự học online lớn.,1
Môi trường làm việc chuyên nghiệp,2
Môi trường tốt,2
"Giờ giấc linh động, đồng nghiệp thân thiện",0
Môi trường học hỏi cho sinh viên,0
Best working environment,3
Phù hợp cho các bạn mới ra trường,0
Môi trường học tập tốt chứ không phải môi trường làm việc tốt,2
Giờ làm việc flexible,1
sếp tốt môi trường ok,2
"Sinh viên mới ra trường, nơi dưỡng già",0
Công ty phù hợp cho người mới ra trường,0
Làm trong team ITO cho dự án khủng,0
đồng nghiệp nice,0
Môi trường tốt cho những bạn mới ra trường,2
Môi trường thân thiện,3
Sếp rất là tốt!,0
"Lương thấp, môi trường ok",3
Phù hợp cho fresher,1
Công ty ổn cho các bạn mới ra trường.,1
Không nên gắng bó lâu dài,1
Cũng tạm ổn,3
Team lead ổn,0
Môi trường tốt,2
"Sếp thân thiện, Lead tốt, task tương đối ổn, thiết bị yếu, lương trung bình thấp",3
Trả lương đúng hạn,3
CTY phù hợp với những bạn mới ra trường,0
Review từ dev,1
Vào được bộ phận ngon,1
Môi trường bận rộn,2
Phù hợp với mấy bạn mới ra trường,0
Cty khá cho các bạn mới ra trường,0
Người cũ đã nghỉ 1năm,3
"Sếp tốt, mọi người quan tâm",0
Sếp tốt. Môi trường năng động,2
Môi trường học hỏi được nhiều thứ,0
1 Nhân viên ở HNB chia sẻ,3
thích lắm được học nhiều và học kĩ,1
"Môi trường làm việc cứng nhắc, sếp coi thường nhân viên",2
"Dự án hay có, dở có đa dạng thích hợp cho fresher. Lương tăng chậm.",0
Sếp Tốt NHƯNG lương chậm,0
"Công ty dự án nhiều, thích hợp cho các bạn mới ra trường",0
"Lương tương đối thấp, tăng lương chận",3
Đang trên đà xuống dốc,3
Lương thấp với mặt bằng chung,3
"Đồng nghiệp thân thiên, giờ giấc thoải mái",2
Môi trường làm việc tạm ổn,3
Môi trường tốt,2
Cuộc sống khó khăn,3
Ổn cho người mới ra trường,0
"Sep tot, dong nghiep giup do nhiet tinh. Hoc hoi duoc nhieu",3
Công ty tốt,1
Chế độ đãi ngộ cao,1
Phù hợp với Fresher,1
Công ty nhiều cơ hội cho các bạn mới ra trường,0
OT quá nhiều,3
"Môi trường làm việc tốt, hòa đồng",2
Good for junior,3
Môi trường có process rõ ràng,3
"Công ty hơi ""outsource""",3
Môi trường tốt để phát triển,2
"Môi trường thân thiện, Bảo hiểm đầy đủ gói tốt",3
Môi trường tốt cho sv mới ra trường,0
"Sếp tốt, môi trường chuyên nghiệp",2
"Tốt, rất thích hợp học hỏi kinh nghiệm",0
Môi trường tốt cho các bạn mới ra trường,2
"Sếp tốt, thân thiện",0
Phỏng vấn kiểu ta đây chảnh chọe,3
"Nice manager, flexible working time, good place for fresher",1
"Là công ty tốt, sếp thân thiện, hòa đồng",0
Cty có quy trình làm việc ok,3
Best Leader And manager,3
Không khuyến khích,1
Môi trường thân thiện,3
"Nhân sự đi hết rồi, ko tăng lương, ko bonus",1
cảm thấy OK,1
Best environment for student just have graduated,3
Môi trường tốt,2
Nhiều thay đổi từ khi Hitachi vào,1
Phù hợp cho fresher,1
Phù hợp với những bạn thích sự ổn điịnh,3
Càng ngày càng tệ,2
Good for newbie,3
Nhiều dự án để học hỏi,0
Phù hợp các bạn mới ra trường,0
Phù hợp để tích lũy kinh nghiệm,0
"Tạm ổn, không phù hợp cho các bạn muốn phát triển sự nghiệp",3
Mọi thứ đều tốt đẹp cho đến khi Hitach mua lại,1
Thời gian làm việc rất thoải mái. Sếp thận thiện vui vẻ.,0
"Môi trường làm việc tốt, phù hợp cho các bạn fresher",2
Luong va che do,3
"Sếp tốt, lương thấp so với mặt bằng chung",0
Best working environment,3
Chương trình thực tập tốt cho sinh viên.,0
Môi trường làm việc khá okay với những bạn sinh viên mới ra trường.,0
Phù hợp cho sinh viên mới ra trường,0
Đánh giá Global CyberSoft,3
"Môi trường tốt, mọi ng thân thiện",3
Phù hợp cho những bạn mới,3
Thích hợp cho Fresher,0
Good for fresher,3
"Môi trường làm việc ok, thích hợp cho người muốn ổn định",2
Đồng nghiệp thân thiện.,0
"Sếp ông không có kĩ thuật thì tốt, ông có kĩ thuật thì chán",1
"Xưa thấy ok lắm, giờ đỡ nhiều rồi :v",3
Môi trường tốt,2
Môi trường tốt cho người mới bắt đầu,2
Môi trường làm việc tốt,2
Môi trường tốt cho sinh viên,2
"Moi truong thoai mai, van phong rong rai, co nhieu project khac nhau de hoc hoi",0
"Tốt cho người mới, Sinh viên mới ra trường cần tích lũy kinh nghiệm",0
"Process tốt, chăt chẽ. Phù hợp cho những ai yếu về quy trình.",1
Sếp Quan Tâm. Công Việc Tạm Ổn. Lương Thưởng Bình Thường,3
Môi trường làm việc thoải mái,2
Nhân viên thân thiện. Môi trường làm việc chuyên nghiệp. Được support tốt,3
Quá nhiều công việc,3
Môi trường có nhiều thử thách cho sự phát triền.,2
Môi trường làm việc chuyên nghiệp,2
Môi trường tốt cho nhiều sinh viên mới ra trường,0
Thích hợp cho học hỏi công nghệ,2
"Môi trường vui vẻ, hòa đồng",0
Nơi tốt để thực tập,2
"văn phòng ổn, giờ giấc linh hoạt, thích hợp với người thích ổn định",3
môi trường làm việc tốt,2
Môi trường làm việc tốt,2
Công ty của Nhật,1
"Môi trường làm việc tốt, sếp nhiệt tình, đồng đội dễ gần dễ mến",0
Good. Phù hợp với fresher.,1
"Sếp tốt, môi trường thân thiện",0
Môi trường thân thiện,3
"Công ty tạm, khó lên chức",1
Moi truong tam dc,3
Môi trường tốt cho sinh viên mới ra trường,0
Công ty tốt,1
Cơ hội học hỏi cho fresher,2
"Sếp tốt, công ty khá chăm lo cho nhân viên",1
Bước đệm tốt cho mấy bạn mới ra trường.,0
Tốt cho sinh viên mới ra trường hay người muốn làm lâu dài,0
Tốt cho sinh viên mới ra trường,0
Good environment,3
Khó phát triển,2
Lương khá thấp,3
Thấp so với mặt bằng chung,3
OT too much,3
"Sếp tốt, công ty nhiều cao thủ, nhiều cơ hội phát triển nghề nghiệp",0
Môi trường tốt cho người thích ổn định,2
Nơi để phát triển tốt cho sinh viên,2
"Sếp tốt, nhân viên vui vẻ",0
Đồng nghiệp vui vẻ thân thiện,0
Khó phát triển kỹ năng technical và english,0
Môi trường tốt cho sinh viên mới ra trường,0
Môi trường tốt để khởi đầu,2
"Nhiều thứ để học hỏi, phúc lợi khá tốt",2
Quanh gia,3
"Process làm việc rõ ràng minh bạch, chế độ phúc lợi + OT khá",3
"Cong ty outsource, luong tot hon TMA",3
sếp tốt. luôn lo lắng cho nhân viên,0
Tốt để học tập,2
Phù hợp ổn định và lâu dài,3
Công việc ổn,3
"Sếp tốt, quan tâm nhân viên. môi trường thân thiện",0
"Tạm được cho sinh viên mới ra trường, còn lại thì không",0
Bị Hitachi mua lại nên bị cắt giảm khá nhiều chế độ,1
Nơi thực tập tốt cho mọi sinh viên,2
"môi trường quốc tế, thưởng theo bonus quý, tiền thưởng cao, tăng lương nhanh",3
Công ty tạm được,1
Nhận được nhiều chế độ nếu làm việc tốt,2
Môi trường tốt cho fresher và các bạn biết tiếng Nhật,1
Công ty quy mô lớn chuyên nghiệp,1
Là nơi thích hợp cho các bạn sinh viên mới ra trường,0
Tạm được ở mọi mặt,1
Nhiều điểm cần cải thiện,1
Môi trường làm việc khá tốt cho sinh viên,2
"Sếp tốt, công việc nhàn hạ",0
Tuyệt vời thích hợp cho fresher,1
Cách làm việc chuyên nghiệp,3
"Cả năm không tăng lương, Onsite ki bo từng đồng,...",1
Học hỏi được rất nhiều,2
"Good, stable but low salary",3
Thích hợp cho người mới ra trường để lấy kinh nghiệm,0
Thiếu traning cho người mới,1
Tot cho ai thich on dinh,3
"Môi trường cực tốt, hoà đồng",2
"OT nhiều, lương cực thấp, bóc lột",1
OT khá nhiều,3
ổn định nhưng không nên gắn bó lâu dài,3
Môi trường phù hợp cho fresher,2
Môi trường làm việc khá,2
Giờ giấc linh động,2
Xui xẻo gặp Leader cùi bắp,0
"Môi trường tốt, điều kiện phát triển tùy từng team",2
Môi trường tốt cho sinh viên mới ra trường,0
"Công việc ít, nhàm chán",3
"Low salary, boss is not good enough",3
Good Company,3
Tốt cho fresher,1
Môi trường tốt cho những người mới ra trường học tập quy trình làm việc,2
công ty tốt cho những người mới ra trường,1
Tốt cho SV mới ra trường,0
Môi trường thân thiện,3
Môi trường làm việc tuyệt vời,2
"Môi trường làm việc tốt, chế độ đãi ngộ nhân viên tốt",2
Khó thể hiện cho người mới bắt đầu,3
Tốt cho người thích ổn định,3
Good environment,3
"Môi trường ổn định, thân thiện, phúc lợi tốt, có nhiều loại trợ cấp, lương thấp",3
"Sếp tốt, nhiệt tình chỉ bảo",0
OT cao process nặng,3
OT nhiều .,3
OT rất nhiều,3
"Lương thấp, công việc nhàm chán",3
"Làm Việc OT nhiều, lương thấp",3
Phúc lợi tốt,2
Good place for internship/fresher/new graduate,3
Khá tốt - nhiều phúc lợi,2
"Đồng nghiệp tốt, môi trường chuyên nghiệp",3
Môi trường làm việc,2
"Môi trường được, sếp tốt!",2
Nhan vien lam viec theo mo hinh agile nen cong viec hau nhu la co lien tuc,3
Good Company,3
Môi trường tốt nhưng không nên ở lại quá lâu,2
"Thời gian thoải mái, lương không cao",3
Everything is ok,3
"OT nhiều, đánh giá năng lực chưa tốt",3
Tốt cho người mới bắt đầu nhưng không nên ở lại lâu,1
Ai cũng được tôn trọng,1
Nhiều cơ hội phát triển,2
"Công ty có các câu lạc bộ bóng bàn, bóng đá",3
Môi trường làm việc chuyên nghiệp,2
Bình thường,2
Môi trường làm việc thoải mái,2
"Đáng để làm việc nhưng không nên quá lâu, trừ khi bạn thích sự ổn định",3
Good environment for newbie,3
Tốt cho fresher nhưng mà OT quá nhiều,1
Good environment,3
A friendly working environment.,3
Bridge between foreign customer and local developing team,3
"Great working environment, but low salary",3
Great place to work and grow,0
"Công ty nên vào, sếp tốt",1
Môi trường tốt để học hỏi,2
"Nhiều cơ hội học hỏi, phát triển",2
"Môi trường trẻ trung, năng động, nhiều cơ hội học hỏi",2
Nice to work,0
Good company,3
Greate company to work,0
"Môi trường tệ hơn xưa nhiều, không còn quan tâm đến nhân viên nữa",2
"Môi trường năng động, thân thiện",2
"Hybrid working, không check in - check out nên giờ giấc thoải mái",1
Môi trường lý tưởng để làm việc và phát triển bản thân,2
"Môi trường làm việc thoải mái, năng động",2
"Môi trường làm việc thân thiện, thoải mái",2
Môi trường làm việc thân thiện,2
Môi trường làm việc tốt,2
Môi trường làm việc rất tốt,2
Đáng làm,3
Một trong những công ty tốt tại VN,1
Môi trường tuyệt vời để phát triển,2
"Sếp tốt, môi trường thân thiện, luôn tạo điều kiện để phát triển",2
Sếp tốt. Có nhiều chương trình training,1
Công ty product nên rất đáng làm việc,1
"Môi trường tốt, đồng nghiệp thân thiện",0
"Công ty tốt, đồng nghiệp vui vẻ, sếp quan tâm nhân viên, công nghệ mới",0
Một nơi bắt đầu tốt cho sinh viên mới ra trường,0
Môi trường tốt để học hỏi đối với sinh viên mới ra trường,0
Nơi tuyệt vời để bắt đầu sự nghiệp,2
Làm việc như trong một gia đình,3
"Công ty ổn, thích hợp cho người muốn gắn bó",3
Công ty ổn cho những người muốn tìm nơi gắn bó lâu dài,3
"Chế độ phúc lợi tốt nhưng quy trình làm việc khá rườm rà, nhiều ban bệ, khắt khe",2
"Môi truờng làm việc thân thiện, văn phòng ở mức trung bình. Dự án công nghệ cũ",3
"PM tốt, có tâm",0
Phúc lợi cắt giảm càng lúc càng nhiều,3
đánh giá chung,3
Môi trường làm việc tốt,2
Fresh company,1
"Môi trường làm việc tốt, có thể gắn bó lâu dài",2
"Môi trường làm việc ổn định, thân thiện.",3
"Môi trường làm việc ổn định, thân thiện.",3
Môi trường làm việc - phúc lợi tốt,2
Một môi trường OK,2
môi trường thích hợp cho fresher,2
Hài lòng và ổn định,3
Công ty cho vào danh sách đen,1
"Sếp tốt, môi trường làm việc năng động",2
Văn phòng đẹp,3
Good working evironment,3
"Dự án ok, khách hàng nice",1
"Sếp tốt, nhân viên hoà đồng, môi trường ổn định",0
Siêu công ty,1
[HCM] Cách deal lương ở Hybrid Technologies cho dev,1
Môi trường làm việc ổn,2
"Công ty tương đối ổn, cắt giảm nhiều trong dịch covid",3
Môi trường làm việc thoải mái,2
"Sếp khá teen & thoải mái, môi trường cũng mở, không gò bó.",1
"Sếp tốt, nhân viên hòa đồng",0
Ngôi nhà thứ hai,3
Công ty Nhật này đáng thử,1
"Môi trường tốt, không OT",2
Môi trường làm việc thân thiện,2
Chế độ tốt,1
Nhân Viên Mới Đều Được Cấp Macbook,3
"Sếp đc, môi trường hòa đồng",0
"Phúc lợi tốt, OT có lương, không trễ lương",3
Môi trường làm việc thoải mái,2
perfect company ^^,1
môi trường tốt,2
Gặp lab tốt lviec tốt,0
everything good,3
"Công ty có phúc lợi tốt, không OT, lương trả đủ",1
Khách hàng quan trọng hơn nhân viên,1
Công ty tốt,1
"Cong ty tot, cong viec on dinh, khong OT",3
Công ty chế độ phúc lợi tốt,1
"Lương tốt, tăng lương đều",3
Ngôi nhà thứ 2,3
Môi trường làm việc rất tốt,2
Lương OK. Benefit tốt. Môi trường thì tuỳ LAB,0
"lương ngon, công việc ổn định, chế độ rõ ràng và fair",3
"Mô hình Lab, môi trường thân thiện",0
"Tốt, nên làm",2
Công việc ổn,3
Môi trường tốt,2
Phúc lợi tốt,2
Nhiều sự kiện và event công ty,3
Công ty tốt nên làm việc ở đây.,2
"Đội ngủ trẻ, có cơ hội đi onsite",1
"Chế độ tốt, môi trường thân thiện, sếp thân thiện (Từ CEO đến Lab Manager)",0
"Nhân viên đa quốc gia, tùy lab",0
"Công ty,khách hàng cực tốt.nhưng qua comtor nên sai lệch nhiều",1
Quá là chán,3
công ty tốt. muốn việc ổn định nên vào.,1
Bộ phận HR làm việc tệ và coi thường người khác,2
"Môi trường tốt, chính sách okie",2
Rat ok ko co gi phai che,3
Công ty phù hợp cho những ai thích sự ổn định !,3
"Môi trường làm việc tốt, văn phòng đẹp",2
"Môi trường làm việc chuyên nghiệp, có cơ hội phát triển bản thân.",2
Môi trường văn hoá tốt,2
A place to learn and grow,0
Công việc ít áp lực,1
có nhiều benefit tốt,1
"lương tương đối, môi trường khá tốt",3
Bình thường,2
"Môi trường tốt, ổn định, vui vẻ và có nhiều hoạt động",3
"Môi trường làm việc sáng tạo, thoải mái",2
Môu trường làm việc ok,2
"Môi trường làm việc ổn định, phía Hà Nội có vẻ kém hơn HCM",1
Công ty bình thường,1
Tương đối được,3
"Công ty tốt, thích hợp làm ổn định",1
công ty tốt,1
"Trang thiết bị hiện đại, có phòng ăn và snack free",3
"Môi trường , phúc lợi khá tốt so với các công ty đang có ở Việt Nam",2
Best company I have ever worked.,3
Môi trường làm việc vui vẻ,2
Moi truong lam viec tot,3
Đánh giá EVA,3
Môi trường làm việc thân thiện,2
Môi trường làm việc tốt,2
Evolable Asia là nơi để bạn học tập và phát triển,2
Phúc lợi tốt,2
Môi trường làm việc tốt,2
Môi trường làm việc tốt,2
"Sếp tốt, nhân viên không phải OT",1
Phúc lợi tốt,2
Đã làm 4 năm,3
Được học thêm ngoại ngữ miễn phí tại Công ty,1
Phúc lợi tốt,2
Cong ty tot,3
"Club Swimming, Football, Guita, Yoga...",1
Sếp rất tốt,0
Công việc chuyên nghiệp hay không phụ thuộc vào khách hàng là chính,1
"Công ty coi trọng đến vấn đề con người, quan tâm nhân viên",1
Môi trường làm việc tốt,2
benefit tốt,1
Good company,3
"Môi trường thân thiện, nhiều chính sách phúc lợi khá tốt",2
"Môi trường làm việc tốt, trang thiết bị xịn, công việc ổn, không nhiều không ít",3
Môi trường làm việc tốt,2
Công ty tốt,1
OT rat nhieu,3
Tốt cho sinh viên mới ra trường,0
Che do tot va sep rat tot,3
Nơi tốt cho nhân viên,2
Nhân viên được cấp trang thiết bị tốt phục vụ cho công việc,0
Thu nhập cạnh tranh,2
Moi nguoi vui ve cuna chau lam viec vi muc tieu chung,3
Công ty cho thuê nhân lực cho thị trường Nhật,3
Môi trường công ty tốt,2
Công Ty Tốt,1
Công ty phù hợp cho các bạn mới tốt nghiệp,1
Môi trường tốt thuẩn lợi học hỏi,2
Công ty quy mô lớn,1
Công ty cho thuê nhân lực IT cho thị trường Nhật,3
Big company,0
Good working environment,3
Great benefits for employees,3
Review nhanh về i3 – Công ty vừa xịn vừa vui 🎉,1
"Môi trường thân thiện, support",3
Một nơi làm việc ổn định,3
"Sếp tốt, lương thưởng tương xứng, văn hóa family tuyệt vời.",1
Môi trường làm việc thoải mái,2
"Công ty thân thiện,",1
Đồng nghiệp tuyệt dddời,0
"Môi trường thân thiện, văn hóa gia đình",3
Môi trường thân thiện,3
"Công việc đều, môi trường làm việc thân thiện và cởi mở, tôn trọng nhau",2
"Sep tot,hoa dong,an ngu cung nhan vien",3
Công ty với văn hóa Gia đình.,1
Môi trường làm việc tốt,2
